[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:19:20:058,calendar,1,long,high,start,NA,NA,Rebecca Subway Wednesday 11:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:19:21:079,calendar,1,long,high,start,NA,NA,Rebecca Subway Wednesday 11:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:19:21:152,calendar,1,long,high,next_task,NA,NA,Rebecca Subway Wednesday 11:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:19:22:173,calendar,1,long,high,next_task,NA,NA,Rebecca Subway Wednesday 11:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:19:31:999,calendar,1,long,high,command_repeat,NA,NA,Rebecca Subway Wednesday 11:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:19:49:762,calendar,1,long,high,command_correct,NA,NA,Rebecca Subway Wednesday 11:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:20:09:617,calendar,1,long,high,confirm_incorrect,NA,NA,Rebecca Subway Wednesday 11:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:20:10:973,calendar,2,long,high,next_task,NA,NA,Alex Wendys Thursday 7:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:20:29:806,calendar,2,long,high,command_incorrect,NA,NA,Alex Wendys Thursday 7:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:20:45:763,calendar,2,long,high,command_correct,NA,NA,Alex Wendys Thursday 7:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:21:03:098,calendar,2,long,high,confirm_correct,NA,NA,Alex Wendys Thursday 7:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:21:03:602,calendar,2,long,high,catch_sys_error,NA,NA,Alex Wendys Thursday 7:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:21:20:682,calendar,2,long,high,command_correct,NA,NA,Alex Wendys Thursday 7:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:21:39:528,calendar,2,long,high,confirm_correct,NA,NA,Alex Wendys Thursday 7:00 AM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:21:39:657,calendar,3,long,low,next_task,NA,NA,Joey Staples Monday 5:00 PM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:21:55:231,calendar,3,long,low,command_correct,NA,NA,Joey Staples Monday 5:00 PM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:22:12:652,calendar,3,long,low,confirm_correct,NA,NA,Joey Staples Monday 5:00 PM,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:22:12:819,tdt,NA,NA,NA,next_task,NA,NA,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:22:47:908,nav,4,long,high,next_task,NA,5194 Wallingford Ave,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:23:07:264,nav,4,long,high,command_correct,NA,5194 Wallingford Ave,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:23:26:505,nav,4,long,high,confirm_correct,NA,5194 Wallingford Ave,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:23:27:008,nav,4,long,high,catch_sys_error,NA,5194 Wallingford Ave,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:23:43:983,nav,4,long,high,command_correct,NA,5194 Wallingford Ave,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:24:02:263,nav,4,long,high,confirm_correct,NA,5194 Wallingford Ave,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:24:02:373,nav,5,long,high,next_task,NA,2375 Pacific Street,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:24:20:272,nav,5,long,high,command_correct,NA,2375 Pacific Street,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:24:39:727,nav,5,long,high,confirm_correct,NA,2375 Pacific Street,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:24:40:229,nav,5,long,high,catch_sys_error,NA,2375 Pacific Street,NA,NA,0,
[119]_woz_s1_p1,sea,Main Experiment,High,1,2014-05-13,10:24:58:635,nav,5,long,high,command_correct,NA,2375 Pacific Street,NA,NA,0,
