pid,location,run_type,error_block,scenario,date,time,task,trial,delay,error_task,btn_input,radio_prompt,nav_prompt,cal_prompt,nb_num,nb_correct,notes
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:16:402,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5}",3,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:17:455,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1}",3,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:19:386,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1}",4,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:20:455,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8}",4,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:22:196,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8}",5,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:23:455,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5}",5,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:25:153,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5}",6,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:26:457,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8}",6,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:28:127,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8}",7,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:29:458,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2}",7,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:31:162,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2}",8,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:32:459,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3}",8,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:34:249,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3}",9,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:35:459,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4}",9,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:37:301,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4}",10,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:38:460,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0}",10,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:40:916,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0}",11,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:41:460,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3}",11,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:43:364,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3}",12,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:44:460,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5}",12,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:46:241,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5}",13,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:47:461,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0}",13,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:49:165,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0}",14,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:50:462,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8}",14,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:52:097,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8}",15,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:53:462,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7}",15,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:55:297,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7}",16,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:56:462,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7 5}",16,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:58:134,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7 5}",17,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:30:59:464,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7 5 7}",17,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:01:189,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7 5 7}",18,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:02:465,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7 5 7 0}",18,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:04:132,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7 5 7 0}",19,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:05:468,n-back,39,short,NA,nb_num,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7 5 7 0 9}",19,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:07:049,n-back,39,short,NA,nb_correct,NA,NA,NA,"{ 1 3 7 5 1 8 5 8 2 3 4 0 3 5 0 8 7 5 7 0 9}",20,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:09:618,radio,40,long,low,next_task,"Gospel Music",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:17:290,radio,40,long,low,command_correct,"Gospel Music",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:33:043,radio,40,long,low,confirm_correct,"Gospel Music",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:33:102,radio,41,long,low,next_task,"Christian Rock",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:40:188,radio,41,long,low,command_correct,"Christian Rock",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:56:443,radio,41,long,low,confirm_correct,"Christian Rock",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:31:56:508,radio,42,long,low,next_task,"News Talk",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:32:03:896,radio,42,long,low,command_correct,"News Talk",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:32:20:307,radio,42,long,low,confirm_correct,"News Talk",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:32:20:348,radio,43,long,low,next_task,"Spanish Radio",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:32:28:006,radio,43,long,low,command_correct,"Spanish Radio",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:32:44:490,radio,43,long,low,confirm_correct,"Spanish Radio",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:32:44:532,radio,44,long,low,next_task,"American Radio",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:32:52:784,radio,44,long,low,command_correct,"American Radio",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:33:09:179,radio,45,long,low,next_task,"Pacific Station",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:33:09:112,radio,44,long,low,confirm_correct,"American Radio",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:33:16:828,radio,45,long,low,command_correct,"Pacific Station",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:33:32:938,radio,45,long,low,confirm_correct,"Pacific Station",NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:33:32:986,tdt,NA,NA,NA,next_task,NA,NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:34:38:093,nav,46,long,low,next_task,NA,"5495 Park Street",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:34:53:400,nav,46,long,low,command_correct,NA,"5495 Park Street",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:35:09:952,nav,46,long,low,confirm_correct,NA,"5495 Park Street",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:35:10:041,nav,47,long,low,next_task,NA,"8576 Fremont Street",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:35:26:096,nav,47,long,low,command_incorrect,NA,"8576 Fremont Street",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:35:41:132,nav,47,long,low,command_correct,NA,"8576 Fremont Street",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:35:58:111,nav,47,long,low,confirm_correct,NA,"8576 Fremont Street",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:35:58:168,nav,48,long,low,next_task,NA,"3482 Speed Way",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:36:13:635,nav,48,long,low,command_incorrect,NA,"3482 Speed Way",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:36:29:119,nav,48,long,low,command_correct,NA,"3482 Speed Way",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:36:45:703,nav,48,long,low,confirm_correct,NA,"3482 Speed Way",NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:36:45:766,tdt,NA,NA,NA,next_task,NA,NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:37:50:871,calendar,49,long,low,next_task,NA,NA,"Addison Safeway Saturday 10:00 AM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:38:07:405,calendar,49,long,low,command_incorrect,NA,NA,"Addison Safeway Saturday 10:00 AM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:38:20:796,calendar,49,long,low,command_correct,NA,NA,"Addison Safeway Saturday 10:00 AM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:38:37:658,calendar,49,long,low,confirm_correct,NA,NA,"Addison Safeway Saturday 10:00 AM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:38:37:829,calendar,50,long,low,next_task,NA,NA,"Tim Target Tuesday 6:00 PM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:38:54:487,calendar,50,long,low,command_incorrect,NA,NA,"Tim Target Tuesday 6:00 PM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:39:08:049,calendar,50,long,low,command_correct,NA,NA,"Tim Target Tuesday 6:00 PM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:39:24:273,calendar,50,long,low,confirm_correct,NA,NA,"Tim Target Tuesday 6:00 PM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:39:24:332,calendar,51,long,low,next_task,NA,NA,"Alex Wendys Thursday 7:00 AM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:39:41:061,calendar,51,long,low,command_incorrect,NA,NA,"Alex Wendys Thursday 7:00 AM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:39:56:977,calendar,51,long,low,command_incorrect,NA,NA,"Alex Wendys Thursday 7:00 AM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:40:12:563,calendar,51,long,low,command_incorrect,NA,NA,"Alex Wendys Thursday 7:00 AM",NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:40:12:606,tdt,NA,NA,NA,next_task,NA,NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:40:13:065,tdt,NA,NA,NA,fail_command_repeat,NA,NA,NA,NA,0,
120_woz_s2_p1,sea,"Main Experiment",Low,2,2014-05-17,13:41:17:757,end,52,long,NA,next_task,NA,NA,NA,NA,0,
,sea,,,,2014-05-17,14:49:50:812,radio,NA,short,low,start,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-17,14:49:51:907,radio,NA,short,low,next_task,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-17,14:49:57:125,radio,NA,short,low,command_correct,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:03:696,radio,NA,short,low,confirm_correct,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:03:760,radio,NA,short,low,next_task,"ESPN Xtreme",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:09:025,radio,NA,short,low,command_correct,"ESPN Xtreme",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:16:317,radio,NA,short,low,confirm_correct,"ESPN Xtreme",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:16:372,radio,NA,short,low,next_task,"Radio Disney",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:22:862,radio,NA,short,low,command_correct,"Radio Disney",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:28:950,radio,NA,short,low,confirm_correct,"Radio Disney",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:28:992,radio,NA,short,low,next_task,"NPR News",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:33:222,radio,NA,short,low,command_correct,"NPR News",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:39:454,radio,NA,short,low,confirm_correct,"NPR News",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:39:517,radio,NA,short,low,next_task,"Light Jazz",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:44:200,radio,NA,short,low,command_correct,"Light Jazz",NA,NA,NA,0,
,sea,,,,2014-05-17,14:50:49:802,radio,NA,short,low,confirm_correct,"Light Jazz",NA,NA,NA,0,
,sea,,,,2014-05-17,14:51:10:514,calendar,1,short,low,start,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-17,14:51:11:573,calendar,1,short,low,next_task,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-17,14:51:21:109,calendar,1,short,low,command_correct,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-17,14:51:28:712,calendar,1,short,low,confirm_correct,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-17,14:51:28:804,calendar,1,short,low,next_task,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
,sea,,,,2014-05-17,14:54:22:871,radio,NA,short,low,start,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-17,14:54:23:937,radio,NA,short,low,next_task,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-19,09:31:21:001,radio,NA,short,low,start,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-19,09:31:22:150,radio,NA,short,low,next_task,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-19,09:31:28:424,radio,NA,short,low,command_correct,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-19,09:31:38:381,calendar,1,short,low,start,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-19,09:31:40:437,calendar,1,short,low,next_task,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-19,09:31:55:306,calendar,1,short,low,command_correct,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-19,09:34:08:562,nav,1,short,low,start,NA,"8915 Harvard Ave",NA,NA,0,
,sea,,,,2014-05-19,09:34:09:619,nav,1,short,low,next_task,NA,"8915 Harvard Ave",NA,NA,0,
,sea,,,,2014-05-19,09:34:20:370,nav,1,short,low,command_correct,NA,"8915 Harvard Ave",NA,NA,0,
,sea,,,,2014-05-19,09:34:47:388,radio,NA,short,low,reset,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:04:218,radio,NA,short,low,start,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:05:361,radio,NA,short,low,next_task,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:12:982,radio,NA,short,low,command_correct,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:21:115,radio,NA,short,low,confirm_correct,"Classic Rock",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:21:209,radio,NA,short,low,next_task,"ESPN Xtreme",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:34:209,radio,NA,short,low,command_incorrect,"ESPN Xtreme",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:41:163,radio,NA,short,low,command_correct,"ESPN Xtreme",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:49:635,radio,NA,short,low,confirm_correct,"ESPN Xtreme",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:49:697,radio,NA,short,low,next_task,"Radio Disney",NA,NA,NA,0,
,sea,,,,2014-05-19,09:54:58:002,radio,NA,short,low,command_correct,"Radio Disney",NA,NA,NA,0,
,sea,,,,2014-05-19,09:55:07:760,calendar,1,short,low,start,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-19,09:55:08:812,calendar,1,short,low,next_task,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-19,09:55:27:792,calendar,1,short,low,command_incorrect,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-19,09:55:42:424,calendar,1,short,low,command_correct,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-19,09:55:51:043,calendar,1,short,low,confirm_correct,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
,sea,,,,2014-05-19,09:55:51:102,calendar,1,short,low,next_task,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
,sea,,,,2014-05-19,09:56:06:013,calendar,1,short,low,command_incorrect,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
,sea,,,,2014-05-19,09:56:19:386,calendar,1,short,low,command_correct,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
,sea,,,,2014-05-19,09:56:44:631,nav,1,short,low,start,NA,"8915 Harvard Ave",NA,NA,0,
,sea,,,,2014-05-19,09:56:45:688,nav,1,short,low,next_task,NA,"8915 Harvard Ave",NA,NA,0,
,sea,,,,2014-05-19,09:56:59:214,nav,1,short,low,command_repeat,NA,"8915 Harvard Ave",NA,NA,0,
,sea,,,,2014-05-19,09:57:15:610,nav,1,short,low,command_incorrect,NA,"8915 Harvard Ave",NA,NA,0,
,sea,,,,2014-05-19,09:57:31:409,nav,1,short,low,command_incorrect,NA,"8915 Harvard Ave",NA,NA,0,
,sea,,,,2014-05-19,09:57:31:462,nav,1,short,low,next_task,NA,"6322 Madison Ave",NA,NA,0,
,sea,,,,2014-05-19,09:57:31:913,nav,1,short,low,fail_command_repeat,NA,"6322 Madison Ave",NA,NA,0,
,sea,,,,2014-05-19,09:57:49:910,nav,1,short,low,command_incorrect,NA,"6322 Madison Ave",NA,NA,0,
,sea,,,,2014-05-19,09:58:05:391,nav,1,short,low,command_correct,NA,"6322 Madison Ave",NA,NA,0,
,sea,,,,2014-05-19,09:58:13:351,nav,1,short,low,confirm_correct,NA,"6322 Madison Ave",NA,NA,0,
,sea,,,,2014-05-19,09:58:13:419,nav,1,short,low,next_task,NA,"5480 Spring St",NA,NA,0,
,sea,,,,2014-05-19,09:58:28:984,nav,1,short,low,command_correct,NA,"5480 Spring St",NA,NA,0,
,sea,,,,2014-05-19,09:58:41:034,n-back,NA,NA,NA,start,NA,NA,NA,NA,0,
,sea,,,,2014-05-19,09:58:42:081,n-back,NA,NA,NA,next_task,NA,NA,NA,NA,0,
,sea,,,,2014-05-19,09:58:51:261,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9}",0,
,sea,,,,2014-05-19,09:58:54:260,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4}",0,
,sea,,,,2014-05-19,09:58:56:354,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4}",1,
,sea,,,,2014-05-19,09:58:57:260,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2}",1,
,sea,,,,2014-05-19,09:58:59:096,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2}",2,
,sea,,,,2014-05-19,09:59:00:262,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8}",2,
,sea,,,,2014-05-19,09:59:02:068,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8}",3,
,sea,,,,2014-05-19,09:59:03:262,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1}",3,
,sea,,,,2014-05-19,09:59:05:427,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1}",4,
,sea,,,,2014-05-19,09:59:06:266,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6}",4,
,sea,,,,2014-05-19,09:59:08:721,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6}",5,
,sea,,,,2014-05-19,09:59:09:267,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5}",5,
,sea,,,,2014-05-19,09:59:11:481,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5}",6,
,sea,,,,2014-05-19,09:59:12:267,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9}",6,
,sea,,,,2014-05-19,09:59:14:800,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9}",7,
,sea,,,,2014-05-19,09:59:15:267,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2}",7,
,sea,,,,2014-05-19,09:59:17:496,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2}",8,
,sea,,,,2014-05-19,09:59:18:268,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6}",8,
,sea,,,,2014-05-19,09:59:20:739,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6}",9,
,sea,,,,2014-05-19,09:59:21:269,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2}",9,
,sea,,,,2014-05-19,09:59:23:379,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2}",10,
,sea,,,,2014-05-19,09:59:24:269,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1}",10,
,sea,,,,2014-05-19,09:59:27:270,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7}",10,
,sea,,,,2014-05-19,09:59:27:848,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7}",11,
,sea,,,,2014-05-19,09:59:29:647,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7}",12,
,sea,,,,2014-05-19,09:59:30:271,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9}",12,
,sea,,,,2014-05-19,09:59:32:616,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9}",13,
,sea,,,,2014-05-19,09:59:33:274,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9 3}",13,
,sea,,,,2014-05-19,09:59:35:996,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9 3}",14,
,sea,,,,2014-05-19,09:59:36:275,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9 3 7}",14,
,sea,,,,2014-05-19,09:59:38:764,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9 3 7}",15,
,sea,,,,2014-05-19,09:59:39:277,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9 3 7 1}",15,
,sea,,,,2014-05-19,09:59:42:278,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9 3 7 1 2}",15,
,sea,,,,2014-05-19,09:59:44:686,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9 3 7 1 2}",16,
,sea,,,,2014-05-19,09:59:45:281,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 9 4 2 8 1 6 5 9 2 6 2 1 7 9 3 7 1 2 3}",16,
