pid,location,run_type,error_block,scenario,date,time,task,trial,delay,error_task,btn_input,radio_prompt,nav_prompt,cal_prompt,nb_num,nb_correct,notes
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:02:32:895,radio,1,short,low,next_task,"Mexican Hits",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:02:40:048,radio,1,short,low,command_correct,"Mexican Hits",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:02:51:926,radio,1,short,low,confirm_correct,"Mexican Hits",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:02:52:932,radio,2,short,low,next_task,"Pacific Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:02:59:801,radio,2,short,low,command_correct,"Pacific Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:03:09:067,radio,2,short,low,confirm_correct,"Pacific Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:03:10:073,radio,3,short,low,next_task,"Midwest Communication",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:03:17:673,radio,3,short,low,command_correct,"Midwest Communication",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:03:26:326,radio,3,short,low,confirm_correct,"Midwest Communication",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:03:27:331,radio,4,short,low,next_task,"NBC Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:03:35:240,radio,4,short,low,command_correct,"NBC Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:03:43:943,radio,4,short,low,confirm_correct,"NBC Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:03:44:949,radio,5,short,low,next_task,"American Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:03:52:004,radio,5,short,low,command_correct,"American Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:04:00:469,radio,5,short,low,confirm_correct,"American Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:04:01:474,radio,6,short,low,next_task,"Canadian Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:04:08:606,radio,6,short,low,command_correct,"Canadian Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:04:17:423,radio,6,short,low,confirm_correct,"Canadian Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:04:18:426,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:05:23:255,calendar,7,short,low,next_task,NA,NA,"Addison Safeway Saturday 10:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:05:36:973,calendar,7,short,low,command_correct,NA,NA,"Addison Safeway Saturday 10:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:05:45:716,calendar,7,short,low,confirm_correct,NA,NA,"Addison Safeway Saturday 10:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:05:46:722,calendar,8,short,low,next_task,NA,NA,"William Costco Tuesday 5:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:05:59:894,calendar,8,short,low,command_correct,NA,NA,"William Costco Tuesday 5:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:06:08:975,calendar,8,short,low,confirm_correct,NA,NA,"William Costco Tuesday 5:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:06:09:979,calendar,9,short,low,next_task,NA,NA,"Peter 7-Eleven Monday 7:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:06:23:330,calendar,9,short,low,command_correct,NA,NA,"Peter 7-Eleven Monday 7:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:06:31:871,calendar,9,short,low,confirm_correct,NA,NA,"Peter 7-Eleven Monday 7:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:06:32:874,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:07:37:695,nav,10,short,low,next_task,NA,"2375 Pacific Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:07:53:831,nav,10,short,low,command_correct,NA,"2375 Pacific Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:08:02:902,nav,10,short,low,confirm_correct,NA,"2375 Pacific Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:08:03:905,nav,11,short,low,next_task,NA,"8324 Greenway Blvd","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:08:19:719,nav,11,short,low,command_correct,NA,"8324 Greenway Blvd","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:08:28:638,nav,11,short,low,confirm_correct,NA,"8324 Greenway Blvd","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:08:29:643,nav,12,short,low,next_task,NA,"1508 Martin Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:08:46:311,nav,12,short,low,command_correct,NA,"1508 Martin Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:08:56:500,nav,12,short,low,confirm_correct,NA,"1508 Martin Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:08:57:504,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:10:02:463,n-back,13,short,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:11:14:328,n-back,13,short,NA,next_task,NA,NA,"NA ","{4 5 1 3 7 8 0 5 1 9 2 8 0 5 9 5 1 5 3 9 6} ",20,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:11:19:433,radio,14,long,low,next_task,"Christian Rock",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:11:26:962,radio,14,long,low,command_correct,"Christian Rock",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:11:43:819,radio,14,long,low,confirm_correct,"Christian Rock",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:11:44:824,radio,15,long,low,next_task,"College Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:11:51:013,radio,15,long,low,command_correct,"College Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:12:05:557,radio,15,long,low,confirm_correct,"College Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:12:06:564,radio,16,long,low,next_task,"Gospel Music",NA,NA,,,"*****Confirm Audio did not play*****"
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:12:13:697,radio,16,long,low,command_correct,"Gospel Music",NA,NA,,,"*****Confirm Audio did not play*****"
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:12:32:796,radio,16,long,low,confirm_correct,"Gospel Music",NA,NA,,,"*****Confirm Audio did not play*****"
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:12:33:801,radio,17,long,low,next_task,"Hot AC",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:12:41:129,radio,17,long,low,command_correct,"Hot AC",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:12:56:870,radio,17,long,low,confirm_correct,"Hot AC",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:12:57:873,radio,18,long,low,next_task,"Fox News",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:13:05:266,radio,18,long,low,command_correct,"Fox News",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:13:21:782,radio,18,long,low,confirm_correct,"Fox News",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:13:22:787,radio,19,long,low,next_task,"Madison Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:13:29:639,radio,19,long,low,command_correct,"Madison Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:13:45:860,radio,19,long,low,confirm_correct,"Madison Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:13:46:865,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:14:51:876,calendar,20,long,low,next_task,NA,NA,"Jasmine Best Buy Friday 5:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:15:06:254,calendar,20,long,low,command_correct,NA,NA,"Jasmine Best Buy Friday 5:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:15:23:457,calendar,20,long,low,confirm_correct,NA,NA,"Jasmine Best Buy Friday 5:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:15:24:462,calendar,21,long,low,next_task,NA,NA,"Alex Wendy Thursday 7:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:15:39:929,calendar,21,long,low,command_incorrect,NA,NA,"Alex Wendy Thursday 7:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:15:56:172,calendar,21,long,low,command_correct,NA,NA,"Alex Wendy Thursday 7:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:16:14:292,calendar,21,long,low,confirm_correct,NA,NA,"Alex Wendy Thursday 7:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:16:15:298,calendar,22,long,low,next_task,NA,NA,"Sophia Walgreen Wednesday 8:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:16:28:656,calendar,22,long,low,command_correct,NA,NA,"Sophia Walgreen Wednesday 8:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:16:46:002,calendar,22,long,low,confirm_correct,NA,NA,"Sophia Walgreen Wednesday 8:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:16:46:993,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:17:52:027,nav,23,long,low,next_task,NA,"3972 Western Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:18:10:660,nav,23,long,low,command_correct,NA,"3972 Western Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:18:28:180,nav,23,long,low,confirm_correct,NA,"3972 Western Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:18:29:187,nav,24,long,low,next_task,NA,"1423 Union Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:18:45:282,nav,24,long,low,command_correct,NA,"1423 Union Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:19:02:211,nav,24,long,low,confirm_correct,NA,"1423 Union Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:19:03:216,nav,25,long,low,next_task,NA,"5495 Park Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:19:18:485,nav,25,long,low,command_correct,NA,"5495 Park Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:19:39:992,nav,25,long,low,confirm_correct,NA,"5495 Park Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:19:40:997,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:20:46:013,end,26,long,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:37:28:203,nav,27,long,low,start,NA,"3482 Speed Way","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:37:29:210,nav,27,long,low,next_task,NA,"3482 Speed Way","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:37:45:289,nav,27,long,low,command_correct,NA,"3482 Speed Way","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:38:02:305,nav,27,long,low,confirm_correct,NA,"3482 Speed Way","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:38:03:310,nav,28,long,low,next_task,NA,"8576 Fremont Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:38:19:546,nav,28,long,low,command_correct,NA,"8576 Fremont Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:38:36:795,nav,28,long,low,confirm_correct,NA,"8576 Fremont Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:38:37:801,nav,29,long,low,next_task,NA,"9573 Washington Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:38:56:882,nav,29,long,low,command_incorrect,NA,"9573 Washington Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:39:13:953,nav,29,long,low,command_correct,NA,"9573 Washington Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:39:31:519,nav,29,long,low,confirm_correct,NA,"9573 Washington Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:39:32:522,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:40:37:550,radio,30,long,low,next_task,"Korean Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:40:44:261,radio,30,long,low,command_correct,"Korean Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:41:02:043,radio,30,long,low,confirm_correct,"Korean Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:41:03:047,radio,31,long,low,next_task,"Chinese Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:41:09:648,radio,31,long,low,command_correct,"Chinese Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:41:26:282,radio,31,long,low,confirm_correct,"Chinese Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:41:27:287,radio,32,long,low,next_task,"Health Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:41:33:905,radio,32,long,low,command_correct,"Health Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:41:49:290,radio,32,long,low,confirm_correct,"Health Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:41:50:296,radio,33,long,low,next_task,"Freedom Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:41:57:504,radio,33,long,low,command_correct,"Freedom Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:42:13:439,radio,33,long,low,confirm_correct,"Freedom Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:42:14:444,radio,34,long,low,next_task,"Universal Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:42:21:927,radio,34,long,low,command_correct,"Universal Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:42:39:297,radio,34,long,low,confirm_correct,"Universal Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:42:40:301,radio,35,long,low,next_task,"Family Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:42:47:644,radio,35,long,low,command_correct,"Family Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:43:04:046,radio,35,long,low,confirm_correct,"Family Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:43:05:048,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:44:10:070,calendar,36,long,low,next_task,NA,NA,"Rebecca Subway Wednesday 11:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:44:24:203,calendar,36,long,low,command_correct,NA,NA,"Rebecca Subway Wednesday 11:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:44:41:280,calendar,36,long,low,confirm_correct,NA,NA,"Rebecca Subway Wednesday 11:00 AM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:44:42:285,calendar,37,long,low,next_task,NA,NA,"Hailey Apple Store Sunday 1:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:44:56:589,calendar,37,long,low,command_correct,NA,NA,"Hailey Apple Store Sunday 1:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:45:13:457,calendar,37,long,low,confirm_correct,NA,NA,"Hailey Apple Store Sunday 1:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:45:14:461,calendar,38,long,low,next_task,NA,NA,"Tim Target Tuesday 6:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:45:30:300,calendar,38,long,low,command_incorrect,NA,NA,"Tim Target Tuesday 6:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:45:44:674,calendar,38,long,low,command_correct,NA,NA,"Tim Target Tuesday 6:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:46:00:721,calendar,38,long,low,confirm_correct,NA,NA,"Tim Target Tuesday 6:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:46:01:724,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:47:06:744,n-back,39,long,NA,next_task,NA,NA,NA,,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:48:17:026,n-back,39,long,NA,next_task,NA,NA,NA,"{8 4 7 0 6 8 4 8 4 5 0 2 3 7 8 7 2 1 7 1 3}",20,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:48:20:310,nav,40,short,low,next_task,NA,"5342 Columbia Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:48:37:509,nav,40,short,low,command_correct,NA,"5342 Columbia Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:48:46:387,nav,40,short,low,confirm_correct,NA,"5342 Columbia Street","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:48:47:392,nav,41,short,low,next_task,NA,"5194 Wallingford Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:49:04:387,nav,41,short,low,command_correct,NA,"5194 Wallingford Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:49:13:758,nav,41,short,low,confirm_correct,NA,"5194 Wallingford Ave","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:49:14:761,nav,42,short,low,next_task,NA,"6630 Alaskan Way","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:49:30:555,nav,42,short,low,command_correct,NA,"6630 Alaskan Way","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:49:39:174,nav,42,short,low,confirm_correct,NA,"6630 Alaskan Way","NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:49:40:178,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:50:45:211,radio,43,short,low,next_task,"News Talk",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:50:51:492,radio,43,short,low,command_correct,"News Talk",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:50:59:865,radio,43,short,low,confirm_correct,"News Talk",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:00:870,radio,44,short,low,next_task,"Community Rock",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:07:361,radio,44,short,low,command_correct,"Community Rock",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:15:608,radio,44,short,low,confirm_correct,"Community Rock",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:16:613,radio,45,short,low,next_task,"Seattle News",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:23:633,radio,45,short,low,command_correct,"Seattle News",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:31:896,radio,45,short,low,confirm_correct,"Seattle News",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:32:900,radio,46,short,low,next_task,"R&B Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:40:231,radio,46,short,low,command_correct,"R&B Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:48:134,radio,46,short,low,confirm_correct,"R&B Station",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:49:139,radio,47,short,low,next_task,"Spanish Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:51:55:481,radio,47,short,low,command_correct,"Spanish Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:52:03:499,radio,47,short,low,confirm_correct,"Spanish Radio",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:52:04:503,radio,48,short,low,next_task,"Mainstream Rock",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:52:11:976,radio,48,short,low,command_correct,"Mainstream Rock",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:52:20:387,radio,48,short,low,confirm_correct,"Mainstream Rock",NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:52:21:391,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:53:26:421,calendar,19,short,low,next_task,NA,NA,"Joey Staples Monday 5:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:53:39:304,calendar,19,short,low,command_correct,NA,NA,"Joey Staples Monday 5:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:53:47:535,calendar,19,short,low,confirm_correct,NA,NA,"Joey Staples Monday 5:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:53:48:538,calendar,50,short,low,next_task,NA,NA,"John Dollar Tree Friday 4:00 PM ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:54:01:741,calendar,50,short,low,command_correct,NA,NA,"John Dollar Tree Friday 4:00 PM  ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:54:10:617,calendar,50,short,low,confirm_correct,NA,NA,"John Dollar Tree Friday 4:00 PM  ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:54:11:621,calendar,51,short,low,next_task,NA,NA,"Joshua  The Barber Shop Friday 11:00 AM",,,"******Wizard Error: Should Remove******"
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:54:26:655,calendar,51,short,low,command_correct,NA,NA,"Joshua  The Barber Shop Friday 11:00 AM",,,"******Wizard Error: Should Remove******"
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:54:37:221,calendar,51,short,low,confirm_incorrect,NA,NA,"Joshua  The Barber Shop Friday 11:00 AM",,,"******Wizard Error: Should Remove******"
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:54:54:891,calendar,51,short,low,command_correct,NA,NA,"Joshua  The Barber Shop Friday 11:00 AM",,,"******Wizard Error: Should Remove******"
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:55:04:404,calendar,51,short,low,confirm_correct,NA,NA,"Joshua  The Barber Shop Friday 11:00 AM",,,"******Wizard Error: Should Remove******"
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:55:05:412,tdt,,NA,NA,next_task,NA,NA,"NA ",,,
101_woz_s1_p1,sea,"Main Experiment",Low,1,4/18/2014,10:56:10:460,end,52,short,NA,next_task,NA,NA,"NA  ",,,
102_woz_s2_p1,sea,"Main Experiment",Low,2,4/19/2014,15:32:29:256,calendar,1,short,low,start,NA,NA,"Rebecca Subway Wednesday 11:00 AM ",,,
102_woz_s2_p1,sea,"Main Experiment",Low,2,4/19/2014,15:32:30:261,calendar,1,short,low,next_task,NA,NA,"Rebecca Subway Wednesday 11:00 AM ",,,
102_woz_s2_p1,sea,"Main Experiment",Low,2,4/19/2014,15:32:44:112,calendar,1,short,low,command_incorrect,NA,NA,"Rebecca Subway Wednesday 11:00 AM ",,,
102_woz_s2_p1,sea,"Main Experiment",Low,2,4/19/2014,15:32:57:769,calendar,1,short,low,command_correct,NA,NA,"Rebecca Subway Wednesday 11:00 AM ",,,
102_woz_s2_p1,sea,"Main Experiment",Low,2,4/19/2014,15:33:06:007,calendar,1,short,low,confirm_correct,NA,NA,"Rebecca Subway Wednesday 11:00 AM ",,,
102_woz_s2_p1,sea,"Main Experiment",Low,2,4/19/2014,15:33:07:013,calendar,2,short,low,next_task,NA,NA,"Addison Safeway Saturday 10:00 AM ",,,
