[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:01:30:804,radio,27,long,low,start,NBC Radio,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:01:31:853,radio,27,long,low,next_task,NBC Radio,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:01:40:482,radio,27,long,low,command_correct,NBC Radio,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:01:59:904,radio,27,long,low,confirm_correct,NBC Radio,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:01:59:941,radio,28,long,low,next_task,Hot AC,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:02:09:139,radio,28,long,low,command_correct,Hot AC,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:02:27:553,radio,28,long,low,confirm_correct,Hot AC,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:02:27:637,radio,29,long,low,next_task,Midwest Communications,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:02:37:597,radio,29,long,low,command_correct,Midwest Communications,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:02:56:583,radio,29,long,low,confirm_correct,Midwest Communications,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:02:56:752,radio,30,long,low,next_task,Madison Station,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:03:06:926,radio,30,long,low,command_correct,Madison Station,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:03:25:276,radio,30,long,low,confirm_correct,Madison Station,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:03:25:347,radio,31,long,low,next_task,Family Station,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:03:33:944,radio,31,long,low,command_correct,Family Station,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:03:52:645,radio,31,long,low,confirm_correct,Family Station,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:03:52:687,radio,32,long,low,next_task,Universal Station,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:04:04:171,radio,32,long,low,command_correct,Universal Station,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:04:23:713,radio,32,long,low,confirm_correct,Universal Station,NA,NA,NA,0,
[141]_woz_s2_p2,sea,Main Experiment,High,2,2014-07-07,14:04:23:771,tdt,NA,NA,NA,next_task,NA,NA,NA,NA,0,
