test123,sea,Practice,Low,1,2014-04-24,11:08:15:944,nav,1,long,low,start,NA,6630 Alaskan Way,NA,NA,0,
test123,sea,Practice,Low,1,2014-04-24,11:08:17:046,nav,1,long,low,next_task,NA,6630 Alaskan Way,NA,NA,0,
